seller_id,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,city_match,state_match
3442f8959a84dea7ee197c632cb2df15,13023,campinas,sp,13023,-22.893317190455804,-47.060596205366885,campinas,sp,True,True
d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,sp,13844,-22.3833748416877,-46.94814213967389,mogi-guacu,sp,False,True
ce3ad9de960102d0677a81f5d0bb7b2d,20031,rio de janeiro,rj,20031,-22.90944638719964,-43.18023952743163,rio de janeiro,rj,True,True
c0f3eea2e14555b6faeea3dd58c1b1c3,04195,sao paulo,sp,04195,-23.657118435803294,-46.61272993069966,sao paulo,sp,True,True
51a04a8a6bdcb23deccc82b0b80742cf,12914,braganca paulista,sp,12914,-22.964546458080036,-46.534213599100774,braganca paulista,sp,True,True
c240c4061717ac1806ae6ee72be3533b,20920,rio de janeiro,rj,20920,-22.89542015318976,-43.23034709706914,rio de janeiro,rj,True,True
e49c26c3edfa46d227d5121a6b6e4d37,55325,brejao,pe,55325,-9.024839005157318,-36.57020044972058,brejão,pe,False,True
1b938a7ec6ac5061a66a3766e0e75f90,16304,penapolis,sp,16304,-21.436451729201853,-50.07713581797556,penapolis,sp,True,True
768a86e36ad6aae3d03ee3c6433d61df,01529,sao paulo,sp,01529,-23.56837362931945,-46.63447079473963,sao paulo,sp,True,True
ccc4bbb5f32a6ab2b7066a4130f114e3,80310,curitiba,pr,80310,-25.456890207293227,-49.309771575335844,curitiba,pr,True,True
8cb7c5ddf41f4d506eba76e9a4702a25,75110,anapolis,go,75110,-16.333438522597493,-48.94053990824165,anapolis,go,True,True
8bd0f31cf0a614c658f6763bd02dea69,01222,sao paulo,sp,01222,-23.545988762278032,-46.649524511123616,sao paulo,sp,True,True
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,sc,88705,-28.47860728317677,-48.995526285461615,tubarao,sc,True,True
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,sc,88780,-28.232438311255255,-48.68022343405556,imbituba,sc,True,True
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,df,70740,-15.76817659768011,-47.89117484969116,brasilia,df,True,True
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,ba,45810,-16.43232499979149,-39.0762041372904,porto seguro,ba,True,True
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,sp,11440,-23.983541239071087,-46.24042008714389,guaruja,sp,True,True
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,sp,14910,-21.73706334787352,-48.68756876841966,tabatinga,sp,True,True
f7496d659ca9fdaf323c0aae84176632,04156,sao paulo,sp,04156,-23.631075034482965,-46.622398625380725,sao paulo,sp,True,True
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,sp,13320,-23.202662995615682,-47.29578408617384,salto,sp,True,True
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,rs,98910,-27.776497716559234,-54.235323793116315,tres de maio,rs,True,True
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,mg,30494,-19.961548127759368,-43.96057568929279,belo horizonte,mg,True,True
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,pr,86707,-23.42476867030219,-51.43381503676828,arapongas,pr,True,True
116ccb1a1604bc88e4d234a8c23f33de,09850,sao bernardo do campo,sp,09850,-23.72551905380558,-46.58150363078355,sao bernardo do campo,sp,True,True
430315b7bb4b6e4b3c978f9dfa9b0558,04857,sao paulo,sp,04857,-23.76359619057337,-46.6886448929407,sao paulo,sp,True,True
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,sp,18500,-23.049655735476897,-47.83730315679704,laranjal paulista,sp,False,True
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,pr,80210,-25.440710888223585,-49.24556280243908,curitiba,pr,True,True
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,sc,88495,-28.035429505504453,-48.627746848555816,garopaba,sc,True,True
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,mg,37650,-22.755744824598306,-46.139547096377036,camanducaia,mg,True,True
1f9ab4708f3056ede07124aad39a2554,17602,tupa,sp,17602,-21.930464457977035,-50.49806473087205,tupa,sp,True,True
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,pr,83050,-25.499658662705986,-49.177304167800024,sao jose dos pinhais,pr,True,True
ec2e006556300a79a5a91e4876ab3a56,03445,sao paulo,sp,03445,-23.548793202289783,-46.52865687331151,sao paulo,sp,True,True
b2a6d334e2833acea353624840e25a0e,04133,sao paulo,sp,04133,-23.619962673316355,-46.61849444018091,sao paulo,sp,True,True
d3674f271c91f824f82d24d92011f669,72233,brasilia,df,72233,-15.847901414408227,-48.11250056242789,brasilia,df,True,True
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,df,70645,-15.781759581414025,-47.93403708024537,brasilia,df,True,True
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,sc,88730,-28.329441277121372,-49.17649179464339,sao ludgero,sc,True,True
5c030029b5916fed0986310385ec9009,88075,sao jose,sc,88075,-27.584785724513985,-48.5803100064531,florianopolis,sc,False,True
