seller_id,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,city_match,state_match
d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,sp,13844,-22.3833748416877,-46.94814213967389,mogi-guacu,sp,False,True
e49c26c3edfa46d227d5121a6b6e4d37,55325,brejao,pe,55325,-9.024839005157318,-36.57020044972058,brejão,pe,False,True
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,sp,18500,-23.049655735476897,-47.83730315679704,laranjal paulista,sp,False,True
5c030029b5916fed0986310385ec9009,88075,sao jose,sc,88075,-27.584785724513985,-48.5803100064531,florianopolis,sc,False,True
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,sc,88501,-27.817961265508973,-50.33084541862557,lages,sc,False,True
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,rs,95711,-29.17519237322801,-51.56925812204669,vale dos vinhedos,rs,False,True
99cd94252748d2bdde08e17858233602,12401,sao paulo,sp,12401,-22.919802354808656,-45.46457050782633,pindamonhangaba,sp,False,True
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,sp,19400,-21.875829755463744,-51.84463248384426,presidente venceslau,sp,False,True
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,sc,88330,-26.992752283252912,-48.631976498343704,balneario camboriu,sc,False,True
e88165a185134e13fdfc85d4fa654db8,08517,ferraz de  vasconcelos,sp,08517,-23.56892589286744,-46.372428309048416,ferraz de vasconcelos,sp,False,True
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,sp,15350,-20.684102669129654,-50.55493724664943,auriflama,sp,False,True
71593c7413973a1e160057b80d4958f6,03407,sao paulo / sao paulo,sp,03407,-23.543113835557907,-46.55073839838085,sao paulo,sp,False,True
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,sp,11450,-23.941965314062323,-46.302528865369084,guaruja,sp,False,True
5444b12c82f21c923f2639ebc722c1ea,02051,sao pauo,sp,02051,-23.511720457124188,-46.60860973177694,sao paulo,sp,False,True
822b63912576852aea9a8436d72317b7,13840,mogi guacu,sp,13840,-22.36594284614521,-46.93822325846559,mogi-guacu,sp,False,True
a3fa18b3f688ec0fca3eb8bfcbd2d5b3,04557,são paulo,sp,04557,-23.603074685603108,-46.68324409706113,sao paulo,sp,False,True
4221a7df464f1fe2955934e30ff3a5a1,48602,bahia,ba,48602,-9.404680475723417,-38.22215819492996,paulo afonso,ba,False,True
34675b28b826facfde119785bf287dc1,85802,cascavael,pr,85802,-24.96613120401719,-53.46640853099326,cascavel,pr,False,True
5962468f885ea01a1b6a97a218797b0a,82040,curitiba,pr,,,,,,False,False
26b482dccfa29bd2e40703ba45523702,13450,santa barbara d´oeste,sp,13450,-22.75792592990925,-47.41709731928337,santa barbara d'oeste,sp,False,True
e8dba4d70f7f2b20e775d09cae01142d,13456,santa barbara d oeste,sp,13456,-22.757189763034344,-47.376234624340455,santa barbara d'oeste,sp,False,True
ceb7b4fb9401cd378de7886317ad1b47,22790,04482255,rj,22790,-23.013945234739644,-43.46302017493874,rio de janeiro,rj,False,True
723a46b89fd5c3ed78ccdf039e33ac63,93310,"novo hamburgo, rio grande do sul, brasil",rs,93310,-29.682815305131044,-51.137810249771555,novo hamburgo,rs,False,True
bb7ad8a45c027be8ab075b8e465f8ca0,88056,floranopolis,sc,88056,-27.41903051206309,-48.426426723999576,florianopolis,sc,False,True
8a1ff5c35f6595a73fef4c7b96e4908a,83091,sao  jose dos pinhais,pr,83091,-25.64774351148683,-49.1753719726532,sao jose dos pinhais,pr,False,True
7994b065a7ffb14e71c6312cf87b9de2,29142,cariacica / es,es,29142,-20.362939997151646,-40.3749049679669,cariacica,es,False,True
11938fcc75f6902fea1d0a6f72b54a57,89900,sao miguel d'oeste,sc,89900,-26.733554850740855,-53.51823802125551,sao miguel do oeste,sc,False,True
2aafae69bf4c41fbd94053d9413e87ee,91901,porto alegre,rs,,,,,,False,False
4170f6a9367e6b5d6401d03ce6d54569,71906,brasilia df,df,71906,-15.83101784149635,-48.011026285674724,brasilia,df,False,True
596849622429351f47b32e6cae1055ff,08710,mogi das cruses,sp,08710,-23.522632291585587,-46.19590510039435,mogi das cruzes,sp,False,True
05e107217c7266362fd44b75b2cd4cc4,05353,sao paulo - sp,sp,05353,-23.56006009237987,-46.75121235033999,sao paulo,sp,False,True
cbf09e831b0c11f6f23ffb51004db972,09726,sbc/sp,sp,09726,-23.687601262936614,-46.56158565212812,sao bernardo do campo,sp,False,True
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),ba,45816,-16.381853461534703,-39.304253002730505,arraial d'ajuda,ba,False,True
2a167ca73899c85001a837d8fb4962f6,37540,sao paulo,sp,37540,-22.246365676411074,-45.70682849228701,santa rita do sapucai,mg,False,False
4f0d637c1197fd65405ebd755ac9f86b,06768,taboao da serra,sp,06768,-23.607633000000003,-46.75564199999999,taboão da serra,sp,False,True
e3e15e2c0b9700561efac21c6be48066,05315,sao paulo,sp,05315,-23.53377546607728,-46.73134498872432,são paulo,sp,False,True
f52c2422904463fdd7741f99045fecb6,09230,santo andre/sao paulo,sp,09230,-23.62122895658325,-46.52726700772707,santo andre,sp,False,True
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,sp,15014,-20.81932882254668,-49.37741346526811,sao jose do rio preto,sp,False,True
1cbd32d00d01bb8087a5eb088612fd9c,03363,sp / sp,sp,03363,-23.562860896446207,-46.539406910454986,sao paulo,sp,False,True
d4828feed4cda2cd9d6b37899a95a71e,63020,juzeiro do norte,ce,63020,-7.214365751307584,-39.309491927094555,juazeiro do norte,ce,False,True
ba8e85df286308fe68a2ce83a8f8b2d6,88135,santa catarina,sc,88135,-27.678096119743234,-48.687952060579676,palhoca,sc,False,True
180c3376aff0e43dd5788709df48a843,09911,sao paulo,sp,09911,-23.68963721855727,-46.61876638017481,diadema,sp,False,True
52a50b42accf164f9f019941e5759d9b,13820,monte alegre do sul,sp,13820,-22.69408747635863,-46.98545911933721,jaguariuna,sp,False,True
16bdc8cefd0e32a6f0824d296c5ad14a,12903,sp,sp,12903,-22.94447062051155,-46.55453209922591,braganca paulista,sp,False,True
89dda63a3c907c468ec88c310ed91213,09380,maua/sao paulo,sp,09380,-23.641017282337366,-46.47814413404991,maua,sp,False,True
2156f2671501a81034d7d07f217609d0,04776,sp,sp,04776,-23.68530331644825,-46.70351242697275,sao paulo,sp,False,True
0e72c1a751b496722a6cb1f10653b62a,06280,sao paulo,sp,06280,-23.50964276669932,-46.76696961021919,osasco,sp,False,True
a3b0df0065e264a91b7bbf5f844af5cd,09721,sao bernardo do capo,sp,09721,-23.719530999207656,-46.547522515060784,sao bernardo do campo,sp,False,True
1d29dfba02015238dfbe2449a5eaa361,36576,vicosa,mg,36576,-20.702669163333553,-42.986789819228186,porto firme,mg,False,True
df91910b6a03bb2e3358fa6a35e32f6f,09560,sao paulo,sp,09560,-23.632687040809216,-46.554340671958,sao caetano do sul,sp,False,True
720e6cf846ea7572cbb66b743fb91e6c,08717,mogi das cruzes / sp,sp,08717,-23.53829033735998,-46.19079738769507,mogi das cruzes,sp,False,True
cf1313c6e2c01c2f4b014f97db4bcd2b,22050,rio de janeiro \rio de janeiro,rj,22050,-22.972665642785813,-43.18778669181693,rio de janeiro,rj,False,True
4c8545742faaf58fafd5fd14d25d75cf,15603,fernandopolis,sp,15603,-20.28637273901182,-50.24110190831361,fernandópolis,sp,False,True
aae5e7b457a3c72ee230a47d98fceda5,83040,sao jose dos pinhas,pr,83040,-25.519092698125558,-49.19275183205077,sao jose dos pinhais,pr,False,True
9b00cad94ef3078faf6fba2e792c158f,39442,janauba,mg,39442,-15.80139862110408,-43.31032547167575,janaúba,mg,False,True
76d5af76d0271110f9af36c92573f765,03194,sao paulo,sp,03194,-23.56788988703906,-46.57394821510183,são paulo,sp,False,True
fe9d9cf8631285d5982c6e2cf27fb114,36200,barbacena/ minas gerais,mg,36200,-21.227675651545024,-43.77225362539577,barbacena,mg,False,True
06532f10282704ef4c69168b914b77be,87140,paincandu,pr,87140,-23.45681129567523,-52.03991843678624,paicandu,pr,False,True
4e42581f08e8cfc7c090f930bac4552a,13660,portoferreira,sp,13660,-21.867396479393847,-47.47862930181371,porto ferreira,sp,False,True
8090490573c6c0aa343a7231ebcb8c86,04130,sao paulo - sp,sp,04130,-23.604989780749424,-46.619727119167976,sao paulo,sp,False,True
880ce4951cf857ab1d9e0b75c1d856f4,31255,belo horizont,mg,31255,-19.86963430072193,-43.950959989265286,belo horizonte,mg,False,True
e1bed63d68ac36fe1f3061befe196af5,13848,mogi guacu,sp,13848,-22.339972547922045,-46.92413090255067,mogi-guacu,sp,False,True
20cb7c2fde3e5bf10f0bbe7394e1c6a9,86385,andira-pr,pr,86385,-23.112718429096926,-50.175860427059064,barra do jacare,pr,False,True
c13ef0cfbe42f190780f621ce81f2234,01207,sao paulo sp,sp,01207,-23.53913992882636,-46.63867570977421,sao paulo,sp,False,True
17a053fcb14bd219540cbde0df490be0,13843,mogi guacu,sp,13843,-22.383099057455087,-46.93600537488884,mogi-guacu,sp,False,True
d79e8478eed9999493990b44955fb22e,20081,rio de janeiro / rio de janeiro,rj,20081,-22.897679943051628,-43.18366262915994,rio de janeiro,rj,False,True
ca4b77513ac2040591b0d8fae6958380,09190,sando andre,sp,09190,-23.67502344202778,-46.53876350665598,santo andre,sp,False,True
2a50b7ee5aebecc6fd0ff9784a4747d6,72580,brasilia,df,,,,,,False,False
